mtkid,HarmVirtue,HarmVice,FairnessVirtue,FairnessVice,IngroupVirtue,IngroupVice,AuthorityVirtue,AuthorityVice,PurityVirtue,MoralityGeneral,PurityVice
aA37LQHDHU11,0.00020631318341242006,0.00278522797606767,0.003610480709717351,0.0014441922838869404,0.003507324118011141,0.00020631318341242006,0.0019599752424179907,0.0010315659170621002,0.0004126263668248401,0.003919950484835981,0.0004126263668248401
aA26N7JWAU11,0.0006347862886161659,0.004739737621667372,0.0039779940753279725,0.0016927634363097758,0.010410495133305121,0.001396529834955565,0.0014388489208633096,0.001396529834955565,0.00046550994498518826,0.00634786288616166,0.0008887008040626322
aA15K0L6NU11,0.0012541543864049663,0.0036370477205744023,0.004076001755816141,0.003574340001254155,0.006521602809305826,0.001567692983006208,0.00225747789552894,0.0014422775443657114,0.001191446667084718,0.0055809870195021,0.001567692983006208
aA3A07QA5U11,0.0002472901125170012,0.0031323414252153485,0.0021843959939001774,0.0009067304125623377,0.006511972962947698,0.0003709351687755018,0.0005357952437868358,0.0008655153938095043,0.00032972015002266826,0.0038742117627663525,0.0005357952437868358
aA3L4JI1SU11,0.0012315270935960591,0.010467980295566502,0.0024630541871921183,0.0018472906403940886,0.01600985221674877,0.0024630541871921183,0.0018472906403940886,0.0024630541871921183,0.0018472906403940886,0.0067733990147783255,0.003078817733990148
aA2I8YALVU11,0.0009523809523809524,0.004285714285714286,0.002142857142857143,0.0011904761904761904,0.0071428571428571435,0.0016666666666666668,0.0019047619047619048,0.0019047619047619048,0.002142857142857143,0.0047619047619047615,0.0014285714285714286
aAJJN3YJZU11,0.0,0.01079136690647482,0.0,0.0035971223021582736,0.007194244604316547,0.0035971223021582736,0.0,0.0,0.0035971223021582736,0.01079136690647482,0.0
aA375OH1SU11,0.00012428535918468804,0.0014914243102162564,0.0015535669898086007,0.0007457121551081282,0.0031071339796172014,0.0014914243102162564,0.0013671389510315685,0.0010564255530698485,0.0005592841163310962,0.003044991300024857,0.0003107133979617201
aA7P3R1AIU11,0.0007790184367696703,0.0032891889552497185,0.004890504630831819,0.0030727949450359213,0.006491820306413918,0.0010819700510689863,0.003548861767506276,0.0018177096857958969,0.0012550852592400242,0.006838050722755994,0.0007357396347269107
aA1PUHCEBU11,0.0,0.0030193236714975845,0.0036231884057971015,0.0006038647342995169,0.00785024154589372,0.0,0.0,0.0,0.0006038647342995169,0.00785024154589372,0.0
aA1POAW2RU11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564
aA2TUAO3CU11,0.004608294930875576,0.0,0.013824884792626729,0.0,0.009216589861751152,0.004608294930875576,0.0,0.0,0.0,0.004608294930875576,0.0
aA3HTLXAPU11,0.0007542147293700087,0.004214729370008873,0.0035936113575865134,0.002173913043478261,0.012422360248447204,0.0012422360248447205,0.0023957409050576754,0.0013309671694764864,0.001064773735581189,0.008961845607808341,0.0006211180124223603
aA377LTGWU11,0.0013150973172014727,0.0021041557075223566,0.0013150973172014727,0.0007890583903208838,0.009468700683850605,0.0,0.0005260389268805891,0.0,0.0,0.003945291951604419,0.0002630194634402946
aA2QKNW8UU11,0.0016496205872649288,0.0032992411745298576,0.009567799406136588,0.00395908940943583,0.009237875288683604,0.0026393929396238865,0.007588254701418673,0.003629165291982844,0.001979544704717915,0.006268558231606732,0.0009897723523589574
aA3UMJK16U11,0.0,0.0025806451612903226,0.0017204301075268815,0.0012903225806451613,0.012903225806451613,0.00043010752688172043,0.00043010752688172043,0.0017204301075268815,0.000860215053763441,0.005161290322580645,0.0
aA1XIJE77U11,0.00045320643553138455,0.0011783367323816,0.002084749603444369,0.0007704509404033537,0.001314298663041015,0.0006798096532970768,0.0008610922275096306,0.0010423748017221843,0.0001812825742125538,0.0007251302968502152,0.0005891683661908
